"No.","Time","Source","Destination","Protocol","Length","Info","RTT","ACK","Retransmisiones","Analisis RTO"
"422","2021-11-28 16:52:57,117315","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"423","2021-11-28 16:52:57,344189","10.0.0.2","255.255.255.255","UDP","79","44411  >  1124 Len=37","","","",""
"424","2021-11-28 16:52:58,315702","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"425","2021-11-28 16:52:58,325798","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"426","2021-11-28 16:53:05,114066","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"427","2021-11-28 16:53:05,115053","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"428","2021-11-28 16:53:14,316222","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"429","2021-11-28 16:53:14,325994","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"430","2021-11-28 16:53:18,798663","c2:03:04:38:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.3 (Reply)","","","",""
"431","2021-11-28 16:53:18,901659","c2:03:04:38:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.3 (Reply)","","","",""
"432","2021-11-28 16:53:18,911392","c2:03:04:38:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.3 (Reply)","","","",""
"433","2021-11-28 16:53:18,932024","c2:04:04:48:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.1 (Reply)","","","",""
"434","2021-11-28 16:53:18,941797","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"435","2021-11-28 16:53:18,952504","c2:03:04:38:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console","","","",""
"436","2021-11-28 16:53:19,034520","c2:04:04:48:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.1 (Reply)","","","",""
"437","2021-11-28 16:53:19,045226","c2:04:04:48:00:00","Broadcast","ARP","60","Gratuitous ARP for 10.0.0.1 (Reply)","","","",""
"438","2021-11-28 16:53:19,075481","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"439","2021-11-28 16:53:19,086226","c2:04:04:48:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console","","","",""
"440","2021-11-28 16:53:20,744615","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"441","2021-11-28 16:53:20,924681","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"442","2021-11-28 16:53:21,117494","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"443","2021-11-28 16:53:21,117494","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"444","2021-11-28 16:53:22,914556","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"445","2021-11-28 16:53:23,127192","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"446","2021-11-28 16:53:31,071260","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"447","2021-11-28 16:53:31,184800","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"448","2021-11-28 16:53:46,195343","PcsCompu_63:b6:65","Broadcast","ARP","60","Who has 10.0.0.3? Tell 10.0.0.2","","","",""
"449","2021-11-28 16:53:46,207055","c2:03:04:38:00:00","PcsCompu_63:b6:65","ARP","60","10.0.0.3 is at c2:03:04:38:00:00","","","",""
"450","2021-11-28 16:53:46,317557","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"451","2021-11-28 16:53:46,326402","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"452","2021-11-28 16:53:51,615457","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"453","2021-11-28 16:53:51,784955","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"454","2021-11-28 16:54:12,292941","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"455","2021-11-28 16:54:12,392463","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"456","2021-11-28 16:54:31,671561","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"457","2021-11-28 16:54:31,830616","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"458","2021-11-28 16:54:50,319503","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"459","2021-11-28 16:54:50,328285","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"460","2021-11-28 16:54:52,154537","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"461","2021-11-28 16:54:52,284049","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"462","2021-11-28 16:55:12,629436","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"463","2021-11-28 16:55:12,637273","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"464","2021-11-28 16:55:23,831571","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"465","2021-11-28 16:55:23,973714","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"466","2021-11-28 16:55:32,949147","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"467","2021-11-28 16:55:33,048090","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"468","2021-11-28 16:55:53,535321","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"469","2021-11-28 16:55:53,641017","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"470","2021-11-28 16:56:14,108281","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"471","2021-11-28 16:56:14,216063","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"472","2021-11-28 16:56:34,643887","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"473","2021-11-28 16:56:34,879472","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"474","2021-11-28 16:56:54,037602","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"475","2021-11-28 16:56:54,201663","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"476","2021-11-28 16:56:58,320710","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"477","2021-11-28 16:56:58,327906","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"478","2021-11-28 16:57:14,415628","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"479","2021-11-28 16:57:14,565866","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"480","2021-11-28 16:57:25,998865","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"481","2021-11-28 16:57:26,009643","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"482","2021-11-28 16:57:34,942360","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"483","2021-11-28 16:57:34,975570","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"484","2021-11-28 16:57:54,378665","::","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"485","2021-11-28 16:57:54,391366","PcsCompu_63:b6:65","Broadcast","ARP","60","ARP Announcement for 10.0.0.2","","","",""
"486","2021-11-28 16:57:54,466536","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"487","2021-11-28 16:57:54,493835","10.0.0.2","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources","","","",""
"488","2021-11-28 16:57:54,592408","10.0.0.2","224.0.0.251","MDNS","258","Standard query 0x0000 ANY 9.8.8.1.7.a.5.8.5.7.7.4.a.0.9.a.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY luisalba-VirtualBox.local, ""QM"" question ANY 2.0.0.10.in-addr.arpa, ""QM"" question A 10.0.0.2 PTR luisalba-VirtualBox.local AAAA fe80::a90a:4775:85a7:1889 PTR luisalba-VirtualBox.local","","","",""
"489","2021-11-28 16:57:54,749567","::","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"490","2021-11-28 16:57:54,844216","10.0.0.2","224.0.0.251","MDNS","258","Standard query 0x0000 ANY 9.8.8.1.7.a.5.8.5.7.7.4.a.0.9.a.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY luisalba-VirtualBox.local, ""QM"" question ANY 2.0.0.10.in-addr.arpa, ""QM"" question A 10.0.0.2 PTR luisalba-VirtualBox.local AAAA fe80::a90a:4775:85a7:1889 PTR luisalba-VirtualBox.local","","","",""
"491","2021-11-28 16:57:55,006243","::","ff02::1:ffa7:1889","ICMPv6","86","Neighbor Solicitation for fe80::a90a:4775:85a7:1889","","","",""
"492","2021-11-28 16:57:55,094072","10.0.0.2","224.0.0.251","MDNS","258","Standard query 0x0000 ANY 9.8.8.1.7.a.5.8.5.7.7.4.a.0.9.a.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY luisalba-VirtualBox.local, ""QM"" question ANY 2.0.0.10.in-addr.arpa, ""QM"" question A 10.0.0.2 PTR luisalba-VirtualBox.local AAAA fe80::a90a:4775:85a7:1889 PTR luisalba-VirtualBox.local","","","",""
"493","2021-11-28 16:57:55,295127","10.0.0.2","224.0.0.251","MDNS","240","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local A, cache flush 10.0.0.2 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"494","2021-11-28 16:57:55,440551","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"495","2021-11-28 16:57:55,468857","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"496","2021-11-28 16:57:55,474713","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"497","2021-11-28 16:57:56,072023","fe80::a90a:4775:85a7:1889","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"498","2021-11-28 16:57:56,081782","fe80::a90a:4775:85a7:1889","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"499","2021-11-28 16:57:56,391174","PcsCompu_63:b6:65","Broadcast","ARP","60","ARP Announcement for 10.0.0.2","","","",""
"500","2021-11-28 16:57:56,481945","10.0.0.2","224.0.0.251","MDNS","240","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local A, cache flush 10.0.0.2 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"501","2021-11-28 16:57:56,482920","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","213","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"502","2021-11-28 16:57:56,483895","fe80::a90a:4775:85a7:1889","ff02::2","ICMPv6","62","Router Solicitation","","","",""
"503","2021-11-28 16:57:57,346745","fe80::a90a:4775:85a7:1889","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"504","2021-11-28 16:57:57,347723","fe80::a90a:4775:85a7:1889","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"505","2021-11-28 16:57:57,465828","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"506","2021-11-28 16:57:57,468746","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"507","2021-11-28 16:57:58,392583","PcsCompu_63:b6:65","Broadcast","ARP","60","ARP Announcement for 10.0.0.2","","","",""
"508","2021-11-28 16:57:58,658803","10.0.0.2","224.0.0.251","MDNS","240","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local A, cache flush 10.0.0.2 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"509","2021-11-28 16:57:58,658803","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","213","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"510","2021-11-28 16:58:00,475704","fe80::a90a:4775:85a7:1889","ff02::2","ICMPv6","62","Router Solicitation","","","",""
"511","2021-11-28 16:58:01,467603","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"512","2021-11-28 16:58:01,468546","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"513","2021-11-28 16:58:01,600336","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"514","2021-11-28 16:58:01,600336","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"515","2021-11-28 16:58:02,600804","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"516","2021-11-28 16:58:02,600804","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"517","2021-11-28 16:58:03,859901","10.0.0.2","255.255.255.255","SNMP","115","get-request 1.3.6.1.2.1.1.1.0 1.3.6.1.2.1.1.2.0 1.3.6.1.2.1.2.2.1.6.1","","","",""
"518","2021-11-28 16:58:04,479872","fe80::a90a:4775:85a7:1889","ff02::2","ICMPv6","62","Router Solicitation","","","",""
"519","2021-11-28 16:58:04,601028","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"520","2021-11-28 16:58:04,601028","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"521","2021-11-28 16:58:04,860866","10.0.0.2","255.255.255.255","SNMP","115","get-request 1.3.6.1.2.1.1.1.0 1.3.6.1.2.1.1.2.0 1.3.6.1.2.1.2.2.1.6.1","","","",""
"522","2021-11-28 16:58:05,502159","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","99","Standard query 0x0000 PTR _scanner._tcp.local, ""QM"" question","","","",""
"523","2021-11-28 16:58:05,502159","10.0.0.2","224.0.0.251","MDNS","79","Standard query 0x0000 PTR _scanner._tcp.local, ""QM"" question","","","",""
"524","2021-11-28 16:58:06,502642","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","99","Standard query 0x0000 PTR _scanner._tcp.local, ""QM"" question","","","",""
"525","2021-11-28 16:58:06,503358","10.0.0.2","224.0.0.251","MDNS","79","Standard query 0x0000 PTR _scanner._tcp.local, ""QM"" question","","","",""
"526","2021-11-28 16:58:07,484651","10.0.0.2","255.255.255.255","UDP","60","36781  >  3289 Len=15","","","",""
"527","2021-11-28 16:58:08,506522","10.0.0.2","255.255.255.255","UDP","79","37929  >  1124 Len=37","","","",""
"528","2021-11-28 16:58:08,602648","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"529","2021-11-28 16:58:08,603401","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"530","2021-11-28 16:58:09,468560","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"531","2021-11-28 16:58:09,470523","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"532","2021-11-28 16:58:15,732814","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"533","2021-11-28 16:58:15,758160","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"534","2021-11-28 16:58:16,601840","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"535","2021-11-28 16:58:16,601840","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"536","2021-11-28 16:58:25,469676","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"537","2021-11-28 16:58:25,471628","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"538","2021-11-28 16:58:32,606572","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","101","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"539","2021-11-28 16:58:32,607550","10.0.0.2","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _nmea-0183._tcp.local, ""QM"" question","","","",""
"540","2021-11-28 16:58:36,243595","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"541","2021-11-28 16:58:36,272875","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"542","2021-11-28 16:58:55,665843","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"543","2021-11-28 16:58:55,764464","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"544","2021-11-28 16:58:57,470484","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"545","2021-11-28 16:58:57,472175","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"546","2021-11-28 16:59:17,238514","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"547","2021-11-28 16:59:17,494935","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"548","2021-11-28 16:59:28,514063","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"549","2021-11-28 16:59:28,691192","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"550","2021-11-28 16:59:37,580694","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"551","2021-11-28 16:59:37,752337","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"552","2021-11-28 16:59:58,120787","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"553","2021-11-28 16:59:58,313763","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"554","2021-11-28 17:00:01,473901","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"555","2021-11-28 17:00:01,474880","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"556","2021-11-28 17:00:18,637331","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"557","2021-11-28 17:00:18,901042","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"558","2021-11-28 17:00:38,288834","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"559","2021-11-28 17:00:39,297929","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"560","2021-11-28 17:00:58,550568","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"561","2021-11-28 17:00:58,890883","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"562","2021-11-28 17:01:18,072642","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<1d>","","","",""
"563","2021-11-28 17:01:18,323124","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<1b>","","","",""
"564","2021-11-28 17:01:18,575130","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<20>","","","",""
"565","2021-11-28 17:01:18,947676","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"566","2021-11-28 17:01:18,947676","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"567","2021-11-28 17:01:19,378816","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"568","2021-11-28 17:01:19,739917","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"569","2021-11-28 17:01:19,948802","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"570","2021-11-28 17:01:19,948802","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"571","2021-11-28 17:01:21,951213","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"572","2021-11-28 17:01:21,952159","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"573","2021-11-28 17:01:25,818224","10.0.0.2","224.0.0.251","MDNS","193","Standard query response 0x0000 PTR, cache flush luisalba-VirtualBox.local AAAA, cache flush fe80::a90a:4775:85a7:1889","","","",""
"574","2021-11-28 17:01:25,829936","::","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"575","2021-11-28 17:01:25,845552","0.0.0.0","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251","","","",""
"576","2021-11-28 17:01:25,889470","::","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"577","2021-11-28 17:01:25,897280","0.0.0.0","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251","","","",""
"578","2021-11-28 17:01:26,904975","::","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","","","",""
"579","2021-11-28 17:01:26,917669","10.0.0.2","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources","","","",""
"580","2021-11-28 17:01:26,923518","PcsCompu_63:b6:65","Broadcast","ARP","60","ARP Announcement for 10.0.0.2","","","",""
