"No.","Time","Source","Destination","Protocol","Length","Info","RTT","ACK","Retransmisiones","Analisis RTO"
"1","2021-11-28 16:16:47,737023","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"2","2021-11-28 16:16:47,745659","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"3","2021-11-28 16:16:54,203394","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"4","2021-11-28 16:16:54,242029","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"5","2021-11-28 16:17:04,203597","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"6","2021-11-28 16:17:04,236771","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"7","2021-11-28 16:17:14,185954","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"8","2021-11-28 16:17:14,251344","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"9","2021-11-28 16:17:19,360947","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"10","2021-11-28 16:17:19,565443","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"11","2021-11-28 16:17:24,193661","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"12","2021-11-28 16:17:24,223944","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"13","2021-11-28 16:17:34,306161","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"14","2021-11-28 16:17:34,910690","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"15","2021-11-28 16:17:35,779355","PcsCompu_63:b6:65","Broadcast","ARP","60","Who has 10.0.0.3? Tell 10.0.0.2","","","",""
"16","2021-11-28 16:17:35,786191","c2:03:04:38:00:00","PcsCompu_63:b6:65","ARP","60","10.0.0.3 is at c2:03:04:38:00:00","","","",""
"17","2021-11-28 16:17:44,241791","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"18","2021-11-28 16:17:44,647587","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"19","2021-11-28 16:17:51,738150","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"20","2021-11-28 16:17:51,745955","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"21","2021-11-28 16:17:54,247138","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"22","2021-11-28 16:17:54,343063","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"23","2021-11-28 16:18:04,206587","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"24","2021-11-28 16:18:04,227096","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"25","2021-11-28 16:18:14,192521","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"26","2021-11-28 16:18:14,231301","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"27","2021-11-28 16:18:19,474029","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"28","2021-11-28 16:18:19,633976","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"29","2021-11-28 16:18:24,219090","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"30","2021-11-28 16:18:24,228851","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"31","2021-11-28 16:18:34,199455","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"32","2021-11-28 16:18:34,228975","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"33","2021-11-28 16:18:44,198676","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"34","2021-11-28 16:18:44,252436","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"35","2021-11-28 16:18:54,396570","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"36","2021-11-28 16:18:54,418169","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"37","2021-11-28 16:19:04,201834","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"38","2021-11-28 16:19:04,267000","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"39","2021-11-28 16:19:14,220637","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"40","2021-11-28 16:19:14,263626","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"41","2021-11-28 16:19:19,368014","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"42","2021-11-28 16:19:19,575271","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"43","2021-11-28 16:19:22,656457","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<1d>","","","",""
"44","2021-11-28 16:19:22,907389","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<1b>","","","",""
"45","2021-11-28 16:19:23,159216","10.0.0.2","10.0.0.255","NBNS","92","Name query NB WORKGROUP<20>","","","",""
"46","2021-11-28 16:19:23,530040","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"47","2021-11-28 16:19:23,530040","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"48","2021-11-28 16:19:24,211650","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"49","2021-11-28 16:19:24,277778","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"50","2021-11-28 16:19:24,530718","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"51","2021-11-28 16:19:24,531405","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"52","2021-11-28 16:19:26,533780","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"53","2021-11-28 16:19:26,533780","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"54","2021-11-28 16:19:30,534519","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"55","2021-11-28 16:19:30,534519","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"56","2021-11-28 16:19:34,190482","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"57","2021-11-28 16:19:34,239284","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"58","2021-11-28 16:19:38,536561","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"59","2021-11-28 16:19:38,536561","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"60","2021-11-28 16:19:44,210282","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"61","2021-11-28 16:19:44,236640","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"62","2021-11-28 16:19:54,541963","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"63","2021-11-28 16:19:54,541963","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"64","2021-11-28 16:19:55,083567","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"65","2021-11-28 16:19:55,115661","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"66","2021-11-28 16:19:59,738243","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"67","2021-11-28 16:19:59,747027","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"68","2021-11-28 16:20:04,195422","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"69","2021-11-28 16:20:04,740708","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"70","2021-11-28 16:20:14,209537","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"71","2021-11-28 16:20:14,578992","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"72","2021-11-28 16:20:19,361981","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"73","2021-11-28 16:20:19,728563","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"74","2021-11-28 16:20:24,200095","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"75","2021-11-28 16:20:24,264573","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"76","2021-11-28 16:20:26,550972","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"77","2021-11-28 16:20:26,551917","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"78","2021-11-28 16:20:34,193048","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"79","2021-11-28 16:20:34,228336","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"80","2021-11-28 16:20:44,201176","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"81","2021-11-28 16:20:44,255415","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"82","2021-11-28 16:20:54,210033","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"83","2021-11-28 16:20:54,252264","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"84","2021-11-28 16:21:04,451585","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"85","2021-11-28 16:21:04,451585","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"86","2021-11-28 16:21:14,206490","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"87","2021-11-28 16:21:14,235771","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"88","2021-11-28 16:21:19,350241","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"89","2021-11-28 16:21:19,588049","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"90","2021-11-28 16:21:24,203590","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"91","2021-11-28 16:21:24,240710","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"92","2021-11-28 16:21:29,257138","PcsCompu_63:b6:65","Broadcast","ARP","60","Who has 10.0.0.3? Tell 10.0.0.2","","","",""
"93","2021-11-28 16:21:29,263019","c2:03:04:38:00:00","PcsCompu_63:b6:65","ARP","60","10.0.0.3 is at c2:03:04:38:00:00","","","",""
"94","2021-11-28 16:21:30,553035","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"95","2021-11-28 16:21:30,553035","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"96","2021-11-28 16:21:34,244556","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"97","2021-11-28 16:21:34,329436","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"98","2021-11-28 16:21:44,247434","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"99","2021-11-28 16:21:44,258145","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"100","2021-11-28 16:21:54,435042","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"101","2021-11-28 16:21:54,649484","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"102","2021-11-28 16:22:04,174607","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"103","2021-11-28 16:22:04,247977","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"104","2021-11-28 16:22:14,176659","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"105","2021-11-28 16:22:14,251879","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"106","2021-11-28 16:22:19,342159","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"107","2021-11-28 16:22:19,565632","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"108","2021-11-28 16:22:24,204925","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"109","2021-11-28 16:22:24,238137","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"110","2021-11-28 16:22:34,242099","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"111","2021-11-28 16:22:34,319203","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"112","2021-11-28 16:22:44,178268","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"113","2021-11-28 16:22:44,240736","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"114","2021-11-28 16:22:54,205050","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"115","2021-11-28 16:22:54,247828","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"116","2021-11-28 16:23:04,186880","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"117","2021-11-28 16:23:04,250442","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"118","2021-11-28 16:23:08,740481","c2:04:04:48:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console","","","",""
"119","2021-11-28 16:23:14,196576","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"120","2021-11-28 16:23:14,238899","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"121","2021-11-28 16:23:19,345963","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"122","2021-11-28 16:23:19,584302","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"123","2021-11-28 16:23:24,201879","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"124","2021-11-28 16:23:24,239941","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"125","2021-11-28 16:23:34,239480","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"126","2021-11-28 16:23:34,251063","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"127","2021-11-28 16:23:38,562712","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","180","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"128","2021-11-28 16:23:38,562712","10.0.0.2","224.0.0.251","MDNS","160","Standard query 0x0000 PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question","","","",""
"129","2021-11-28 16:23:44,172070","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"130","2021-11-28 16:23:44,258283","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"131","2021-11-28 16:23:54,187703","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"132","2021-11-28 16:23:54,279587","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"133","2021-11-28 16:24:04,178729","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"134","2021-11-28 16:24:04,228975","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"135","2021-11-28 16:24:14,240213","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"136","2021-11-28 16:24:14,300436","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"137","2021-11-28 16:24:15,739192","fe80::a90a:4775:85a7:1889","ff02::fb","MDNS","107","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"138","2021-11-28 16:24:15,748276","10.0.0.2","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question","","","",""
"139","2021-11-28 16:24:19,349396","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"140","2021-11-28 16:24:19,575828","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"141","2021-11-28 16:24:24,207669","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"142","2021-11-28 16:24:24,270217","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"143","2021-11-28 16:24:34,350502","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"144","2021-11-28 16:24:34,382337","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"145","2021-11-28 16:24:44,219402","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"146","2021-11-28 16:24:44,251638","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"147","2021-11-28 16:24:45,344144","c2:03:04:38:00:00","DEC-MOP-Remote-Console","0x6002","77","DEC DNA Remote Console","","","",""
"148","2021-11-28 16:24:54,214691","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"149","2021-11-28 16:24:54,247873","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"150","2021-11-28 16:25:04,403303","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"151","2021-11-28 16:25:04,494514","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"152","2021-11-28 16:25:14,396392","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"153","2021-11-28 16:25:14,522075","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"154","2021-11-28 16:25:19,472036","c2:04:04:48:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Gateway  Port ID: FastEthernet0/0  ","","","",""
"155","2021-11-28 16:25:19,579533","c2:03:04:38:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","357","Device ID: Victima  Port ID: FastEthernet0/0  ","","","",""
"156","2021-11-28 16:25:24,208839","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"157","2021-11-28 16:25:24,278388","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"158","2021-11-28 16:25:34,199283","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"159","2021-11-28 16:25:34,230110","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"160","2021-11-28 16:25:44,190851","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"161","2021-11-28 16:25:44,267832","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"162","2021-11-28 16:25:54,240796","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"163","2021-11-28 16:25:54,275932","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"164","2021-11-28 16:26:04,276778","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
"165","2021-11-28 16:26:04,364679","c2:03:04:38:00:00","c2:03:04:38:00:00","LOOP","60","Reply","","","",""
"166","2021-11-28 16:26:14,220100","c2:04:04:48:00:00","c2:04:04:48:00:00","LOOP","60","Reply","","","",""
